entry_id;calculation_id
17930;10027
21535;10029
22340;10031
31236;10032
10428;10033
2487;10034
5308;10035
5057;10036
30780;10037
12908;10039
6868;10041
22256;10043
22259;10045
3801;10047
18162;10048
17908;10051
5086;10052
19192;10053
17913;10054
19193;10055
18170;10057
22013;10058
4580;10059
17915;10060
18171;10061
21502;10062
8426;10064
18173;10066
22016;10067
31333;10068
25958;10069
17157;10070
10747;10071
13826;10072
11006;10074
18703;10075
8116;10076
29555;10077
7687;10078
17437;10079
17954;10080
18722;10081
20917;10178
4155;10179
5305;10180
10185;10182
10446;10183
30796;10185
8152;10186
29006;10187
17644;10188
17652;10189
5088;10190
10471;10191
10728;10192
10461;10197
10462;10198
22266;10200
17912;10201
22014;10204
4837;10205
22015;10206
17917;10208
5608;10209
22017;10210
20481;10212
20482;10213
17154;10215
17924;10217
31336;10218
18693;10219
17158;10220
17926;10221
29803;10223
17672;10224
17928;10225
29804;10226
17929;10228
24941;10229
17931;10230
5878;10231
14613;10232
10466;10234
21493;10235
12278;10236
6134;10237
18189;10240
30065;10241
10494;10242
17934;10243
11008;10246
17681;10248
17937;10249
30581;10250
17682;10251
7936;10252
17171;10253
17190;10254
30346;10255
17704;10256
17450;10257
16167;10258
17452;10259
17965;10260
6431;10261
13892;10269
3294;10270
30573;10271
18714;10274
18716;10275
10463;10312
31062;10313
17151;10315
31335;10316
22302;10317
17455;10320
22327;10321
17749;10354
10474;10355
10989;10356
18175;10357
13815;10358
29575;10360
17206;10361
17988;10362
5370;10401
5403;10406
17981;10408
21315;10409
22270;10412
21511;10415
17945;10416
17179;10417
21813;10420
10537;10421
10473;10447
17405;10449
13818;10451
17947;10452
17972;10453
9510;10454
18181;10470
16382;10484
6901;10486
10816;10493
28203;10497
17150;10499
18705;10500
17468;10506
30363;10508
17918;10516
10768;10519
17196;10521
18732;10522
16688;10524
30123;10525
5429;10527
10999;10538
4130;10539
17472;10542
17728;10543
29096;10545
17477;10546
17675;10549
29821;10550
17953;10552
21804;10553
17465;10557
28988;10600
29033;10602
29037;10603
3853;10607
24225;10609
20117;10615
17815;10616
18842;10617
18845;10618
27651;10619
28957;10623
18368;10624
15560;10630
15561;10633
8382;10636
21459;10638
10946;10639
27958;10640
4286;10642
10183;10643
10184;10644
19933;10647
10958;10648
5833;10650
28742;10652
21996;10656
3025;10658
27214;10659
3026;10661
3027;10662
3028;10664
18925;10666
4310;10667
12767;10669
15080;10670
4825;10676
10464;10677
30292;10679
30805;10683
10722;10685
30295;10687
17140;10688
17142;10689
30810;10690
14572;10691
5089;10693
31068;10695
13293;10696
2015;10698
30302;10701
10731;10703
30304;10705
17149;10707
20992;10708
30305;10710
12527;10712
19710;10713
31074;10714
10992;10717
17152;10718
4843;10720
17922;10725
18690;10726
9971;10728
11764;10729
12276;10730
10741;10735
13306;10738
13820;10742
14849;10743
1775;10745
13823;10747
17162;10748
1776;10749
12540;10751
3059;10754
10748;10762
19212;10763
28016;10765
28528;10767
5879;10770
18701;10774
21264;10775
5880;10779
6137;10783
11007;10785
17679;10787
19215;10788
10752;10790
23317;10791
10753;10792
22805;10794
29045;10795
30325;10796
12803;10797
18706;10798
21269;10799
6141;10802
3067;10804
7937;10805
10500;10806
10756;10807
30286;10819
10717;10821
10503;10827
10759;10828
11015;10829
18711;10831
7941;10832
10504;10833
16663;10834
17176;10835
17688;10836
30332;10837
7942;10838
7943;10841
10762;10842
11018;10843
4099;10845
15125;10848
18715;10849
19483;10850
10764;10852
18460;10853
20766;10854
17181;10856
5897;10857
14100;10858
17156;10861
20742;10862
17183;10863
12304;10865
17440;10867
18720;10868
22307;10869
10769;10871
28805;10873
16414;10875
4620;10876
10771;10878
23336;10880
10772;10881
17188;10882
17956;10883
23337;10885
7954;10886
10773;10887
17957;10888
23338;10890
30345;10891
10774;10892
11030;10893
17958;10894
23339;10896
3086;10897
10263;10898
17959;10899
21290;10900
23340;10901
29835;10902
30859;10903
3087;10904
30348;10907
20523;10908
10522;10910
18986;10911
10010;10914
10523;10915
17451;10916
28815;10917
17964;10919
30608;10920
20014;10921
27281;10922
18478;10923
18479;10925
25234;10926
30355;10927
18480;10928
30868;10929
10273;10930
18481;10931
11298;10934
18482;10935
28822;10937
29590;10938
18483;10941
28824;10943
12582;10944
23958;10945
10534;10947
17975;10949
28827;10950
29083;10951
18489;10954
6948;10955
30366;10956
20542;10960
22592;10961
17469;10963
17726;10966
28834;10968
3110;10969
10543;10970
21570;10973
6698;10974
13620;10976
23366;10978
28836;10979
5162;10980
6699;10981
10289;10982
17985;10983
21316;10984
6700;10986
17986;10987
4908;10988
17732;10992
21319;10994
21575;10995
25255;10996
17221;10997
30377;10999
17222;11002
13114;11004
14657;11005
6450;11006
14658;11007
17224;11008
17480;11009
30380;11010
7476;11012
7990;11013
8503;11014
14659;11015
25260;11017
5171;11022
17738;11025
17994;11026
4403;11028
14661;11029
30127;11032
3891;11033
10556;11035
14662;11036
18252;11037
18508;11038
4405;11039
10557;11041
14663;11042
17229;11043
17741;11044
17997;11045
18509;11046
30129;11047
6200;11048
14664;11050
17998;11051
18510;11052
30386;11054
3126;11055
3382;11056
10559;11059
26547;11065
30387;11066
30643;11067
14666;11070
25779;11073
26548;11074
30644;11075
13894;11077
17233;11079
17745;11080
25780;11081
14668;11084
25781;11085
7744;11086
10307;11087
17491;11090
17747;11091
28855;11092
2362;11093
18004;11097
3900;11099
18261;11100
22361;11101
7747;11102
21081;11103
3391;11105
10312;11108
14402;11109
17752;11111
23390;11113
13646;11116
3649;11117
10570;11120
17498;11122
30398;11124
3138;11125
4932;11126
13391;11131
17243;11132
7496;11134
18012;11136
21087;11138
30400;11139
30656;11140
1858;11141
7497;11142
17502;11152
18782;11153
19038;11154
22536;11155
3142;11157
7241;11158
10062;11160
17759;11162
14682;11164
29125;11171
31173;11172
7759;11173
4684;11176
10835;11177
17251;11179
28581;11247
5428;11248
10750;11331
10560;11332
18000;11415
23395;11417
10814;11448
12371;11449
7246;11450
18021;11452
20430;11488
4311;11489
31338;11490
14103;11491
17765;11494
10587;11495
18029;11496
29905;11497
17518;11498
18031;11499
18034;11500
17524;11501
10819;11535
30424;11537
29914;11538
18039;11539
3167;11540
10601;11542
15947;11565
17775;11568
17777;11569
18037;11570
10602;11571
11117;11572
17533;11573
10093;11574
18815;11575
7498;11604
5969;11605
5970;11606
10071;11607
30161;11608
30421;11609
5987;11610
5478;11611
22919;11612
22407;11613
5487;11614
22409;11615
2896;11647
17544;11649
18314;11650
27476;11682
17507;11684
12372;11685
17764;11686
18026;11687
2642;11688
4437;11689
10345;11690
10099;11691
20619;11692
17803;11694
21097;11721
11876;11723
29152;11724
10614;11726
18055;11728
17808;11730
18320;11731
4700;11761
10604;11762
10611;11763
20623;11764
18066;11765
8280;11805
26847;11807
10100;11810
30964;11812
18834;11813
10118;11814
17303;11815
31227;11816
17504;11840
17769;11841
5716;11842
30682;11843
17286;11844
11130;11845
18074;11848
17227;11876
5981;11877
17529;11879
7023;11880
18071;11881
10122;11882
10638;11885
6466;11916
17514;11918
27614;11921
10349;11922
18046;11923
10618;11924
29948;11925
18081;11926
17057;11927
30569;11956
3061;11957
17231;11961
18511;11962
18787;11964
26573;11966
7812;11972
11157;11974
11158;11976
30987;11977
19112;11978
20049;11991
4696;11995
31226;11997
17569;11998
29195;11999
7834;12000
4612;12027
5148;12028
14667;12029
5720;12030
11111;12031
27631;12034
5507;12035
7825;12037
17578;12038
10655;12039
8276;12044
20846;12045
10355;12047
4466;12048
29167;12049
5764;12050
17062;12051
11165;12052
18866;12053
3643;12082
1876;12085
5217;12087
21388;12088
20620;12089
20621;12091
19086;12092
22163;12095
5824;12096
19953;12097
3555;12098
10505;12099
22373;12101
4457;12105
13429;12106
3451;12107
18078;12113
22179;12115
22182;12116
18089;12119
7832;12120
29199;12121
29969;12122
16043;12123
16045;12124
21687;12126
11173;12127
30235;12128
11180;12129
18109;12130
17342;12131
22431;12133
10641;12135
17582;12137
18878;12139
18880;12140
4404;12172
5717;12173
28881;12174
5722;12175
24284;12177
10123;12179
18854;12182
17581;12183
5787;12184
17333;12186
17589;12187
30238;12188
18112;12190
12373;12214
12375;12215
13690;12219
22678;12220
10663;12247
20575;12248
16488;12250
20083;12253
5225;12255
11139;12256
22176;12259
17568;12260
17573;12261
17065;12262
10652;12263
15014;12264
17599;12265
13918;12289
11368;12290
17054;12296
17055;12297
17060;12298
18364;12300
10734;12323
5699;12324
18042;12326
16771;12327
22452;12330
18098;12331
30930;12366
21576;12368
30921;12369
17264;12370
5218;12371
28390;12372
17560;12373
22045;12400
4658;12401
22372;12403
13671;12405
10347;12406
22428;12411
10650;12412
10658;12413
20403;12414
8105;12416
17720;12442
28628;12443
8039;12445
12668;12447
19859;12448
27645;12450
14241;12451
17588;12452
25372;12453
18875;12454
19391;12455
6316;12456
5554;12457
19460;12481
17531;12485
24544;12486
5763;12490
20637;12491
30719;12492
17829;12493
23725;12494
7828;12495
21688;12498
18358;12499
4772;12500
18367;12501
13749;12502
20436;12505
19462;12514
21291;12515
3872;12516
26833;12518
10083;12520
30684;12521
28171;12523
10664;12527
16596;12551
21057;12553
22378;12556
18794;12557
21106;12558
17534;12559
20632;12562
7817;12564
17595;12566
8367;12567
20169;12568
8398;12569
10765;12583
5216;12586
4724;12588
18855;12591
17078;12593
18360;12594
10172;12595
19409;12596
25652;12597
3031;12599
18268;12621
18793;12622
30685;12623
11990;12626
3032;12627
13668;12660
19087;12662
20631;12664
10389;12665
10653;12668
19382;12672
3493;12673
18926;12696
18484;12698
14990;12700
10386;12701
29201;12703
16042;12704
20674;12706
18928;12710
31053;12735
20633;12739
7813;12740
29193;12741
8412;12744
17269;12776
17273;12777
24283;12778
17275;12779
13178;12781
11134;12782
18359;12785
30752;12786
5555;12787
10431;12788
2743;12789
18910;12790
6610;12792
4619;12811
20573;12812
17263;12813
10608;12815
16807;12816
10651;12817
8402;12819
20492;12846
18013;12847
2631;12848
13692;12850
16785;12851
18835;12852
17587;12855
